# Program:featureCounts v1.6.2; Command:"featureCounts" "-a" "/athena/angsd/scratch/jiq4001/Pj//hg38.refGene.gtf" "-o" "/athena/angsd/scratch/jiq4001/Pj1/reads_count/featCounts_transcript_all.txt" "--minOverlap" "25" "-t" "transcript" "-g" "gene_id" "--primary" "--tmpDir" "/scratchLocal" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244251.Aligned.sortedByCoord.out.bam" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244252.Aligned.sortedByCoord.out.bam" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244253.Aligned.sortedByCoord.out.bam" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244254.Aligned.sortedByCoord.out.bam" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244255.Aligned.sortedByCoord.out.bam" "/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244256.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244251.Aligned.sortedByCoord.out.bam	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244252.Aligned.sortedByCoord.out.bam	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244253.Aligned.sortedByCoord.out.bam	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244254.Aligned.sortedByCoord.out.bam	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244255.Aligned.sortedByCoord.out.bam	/athena/angsd/scratch/jiq4001/Pj1/Star_align/SRR11244256.Aligned.sortedByCoord.out.bam
ST18	chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8;chr8	52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52110832;52228519;52228519;52228519;52403701;52403701;52403701;52403701;52403701	52409879;52409879;52254492;52249497;52409879;52248644;52409879;52409879;52409879;52409879;52254492;52254492;52254492;52409879;52254492;52254492;52409879;52249497;52254492;52254492;52249497;52409879;52249497;52409879;52248644;52254492;52254492;52409879;52254492;52409879;52254492;52254492;52409879;52409879;52409879;52409879;52409879;52254492;52249497;52248644;52254492;52409879;52409879;52254492;52409879;52409879;52249497;52254492;52409879;52254492;52254492;52249497;52249497;52254492;52409879;52248644;52409879;52409879;52409879;52409756;52409756;52409879	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	299048	171	268	162	220	158	146
LOC105378586	chr1	1599433	1607210	+	7778	21	20	26	36	24	16
IFT81	chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12	110124357;110124357;110124357;110124357;110124357;110124357;110124357;110124357;110124357;110124357	110218793;110218793;110169182;110169182;110218793;110218793;110218793;110218793;110218793;110218793	+;+;+;+;+;+;+;+;+;+	94437	10842	8778	8700	8177	9140	8288
ASAP3	chr1;chr1;chr1_KQ458383v1_alt;chr1_KQ458383v1_alt	23428563;23428563;198542;198542	23484179;23484179;254158;254158	-;-;-;-	111234	1147	1076	869	887	901	872
CRELD1	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	9933834;9933834;9933834;9933834;9933834;9933834;9933834;9934051;9934051;9934051;9934051	9945406;9945406;9945406;9945406;9945406;9945406;9945406;9945406;9945406;9945406;9945406	+;+;+;+;+;+;+;+;+;+;+	11573	1400	1506	1071	1149	1125	1087
NLRP2	chr19;chr19;chr19;chr19;chr19;chr19;chr19_GL949753v2_alt;chr19_GL949753v2_alt;chr19_GL949753v2_alt;chr19_GL949753v2_alt;chr19_GL949753v2_alt;chr19_GL949753v2_alt;chr19_GL949749v2_alt;chr19_GL949749v2_alt;chr19_GL949749v2_alt;chr19_GL949749v2_alt;chr19_GL949749v2_alt;chr19_GL949749v2_alt;chr19_GL949750v2_alt;chr19_GL949750v2_alt;chr19_GL949750v2_alt;chr19_GL949750v2_alt;chr19_GL949750v2_alt;chr19_GL949750v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_KI270938v1_alt;chr19_KI270938v1_alt;chr19_KI270938v1_alt;chr19_KI270938v1_alt;chr19_KI270938v1_alt;chr19_KI270938v1_alt;chr19_GL949748v2_alt;chr19_GL949748v2_alt;chr19_GL949748v2_alt;chr19_GL949748v2_alt;chr19_GL949748v2_alt;chr19_GL949748v2_alt;chr19_GL949746v1_alt;chr19_GL949746v1_alt;chr19_GL949746v1_alt;chr19_GL949746v1_alt;chr19_GL949746v1_alt;chr19_GL949746v1_alt;chr19_GL949751v2_alt;chr19_GL949751v2_alt;chr19_GL949751v2_alt;chr19_GL949751v2_alt;chr19_GL949751v2_alt;chr19_GL949751v2_alt;chr19_GL949752v1_alt;chr19_GL949752v1_alt;chr19_GL949752v1_alt;chr19_GL949752v1_alt;chr19_GL949752v1_alt;chr19_GL949752v1_alt	54965284;54966342;54966374;54966374;54966374;54966374;677445;678503;678535;678535;678535;678535;972807;973865;973897;973897;973897;973897;947356;948414;948446;948446;948446;948446;610486;611544;611576;611576;611576;611576;947766;948824;948856;948856;948856;948856;945270;946328;946360;946360;946360;946360;868682;869740;869772;869772;869772;869772;883649;884707;884739;884739;884739;884739;869084;869116;869116;869116;869116;869116	55001137;55001142;55001137;55001137;55001137;55001137;713298;713303;713298;713298;713298;713298;1008660;1008665;1008660;1008660;1008660;1008660;983209;983214;983209;983209;983209;983209;646339;646344;646339;646339;646339;646339;983619;983624;983619;983619;983619;983619;981123;981128;981123;981123;981123;981123;904535;904540;904535;904535;904535;904535;919502;919507;919502;919502;919502;919502;903924;903919;903919;903919;903919;903919	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	357572	174	168	142	124	164	116
ZNF232	chr17;chr17;chr17;chr17;chr17	5105734;5105734;5105734;5105734;5105734	5112274;5112274;5116448;5123116;5123042	-;-;-;-;-	17383	364	339	327	293	345	362
MMP23A	chr1;chr1	1632780;1699939	1634651;1701808	+;+	3742	0	0	0	2	0	0
CAST	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	96662037;96662376;96662376;96662376;96662376;96662376;96662376;96663025;96663025;96663025;96702660;96702660;96702660;96702660;96702660;96702660;96702660;96702660;96702660;96702660;96702660;96702660;96743602	96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96774681;96773412	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	112645	35358	33184	28705	29559	32142	29840
SCN1A	chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2;chr2	165984641;165984641;165984641;165984641;165984641;165984641;165984641;165984641;165984641;165984641;165984641;165984641;165984641;165984641;165984641;165984641	166149161;166128020;166149161;166128020;166128020;166128020;166128020;166128020;166128020;166128020;166128020;166128020;166128020;166149161;166128020;166149161	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	164521	10	8	10	6	0	2
AASDH	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	56338285;56338285;56338291;56338291;56338291;56338291;56338291;56338291;56338291;56348960	56387508;56387508;56387491;56387491;56387491;56387491;56387491;56387491;56387491;56387508	-;-;-;-;-;-;-;-;-;-	49224	2244	1969	2023	1704	2006	1743
SUMO3	chr21;chr21	44805617;44805617	44818062;44818129	-;-	12513	2256	2133	1937	1751	1848	1623
CYP21A2	chr6;chr6;chr6;chr6;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt	32038306;32038306;32038316;32038415;3279714;3279714;3279724;3279823;3349966;3349966;3349966;3349966;3476628;3476628;3476638;3476737;3261541;3261541;3261551;3261650;3306771;3306870;3339496;3339496	32041642;32041642;32041670;32041644;3283050;3283050;3283078;3283052;3350943;3350945;3350971;3350943;3479964;3479964;3479992;3479966;3264877;3264877;3264905;3264879;3342857;3342831;3342829;3342829	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	50553	0	0	0	0	0	0
AFP	chr4;chr4	73436221;73436221	73456174;73456174	+;+	19954	10	12	10	12	12	4
AFM	chr4	73481745	73504001	+	22257	2	0	0	2	10	4
CASP3	chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4;chr4	184627696;184627696;184627696;184627696;184627696;184627696;184627696;184627696;184627696	184649475;184649475;184649475;184649475;184649475;184649475;184649475;184649475;184649447	-;-;-;-;-;-;-;-;-	21780	1553	1437	1462	1452	1627	1312
CALD1	chr7;chr7;chr7;chr7;chr7	134779634;134779634;134779634;134891400;134891458	134970729;134970729;134970729;134970729;134970729	+;+;+;+;+	191096	16539	14930	13652	13960	15425	13982
TARM1	chr19;chr19;chr19_GL949753v2_alt;chr19_GL949753v2_alt;chr19_GL949749v2_alt;chr19_GL949749v2_alt;chr19_GL949750v2_alt;chr19_GL949750v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_KI270938v1_alt;chr19_KI270938v1_alt;chr19_GL949748v2_alt;chr19_GL949748v2_alt;chr19_GL949746v1_alt;chr19_GL949746v1_alt;chr19_GL949751v2_alt;chr19_GL949751v2_alt;chr19_GL949752v1_alt;chr19_GL949752v1_alt	54069895;54069895;44262;44262;44262;44262;44262;44262;44262;44262;44262;44262;44262;44262;44262;44262;44262;44262;44262;44262	54081365;54076545;50926;55747;50926;55747;55747;50926;50926;55747;50926;55747;50926;55747;50926;55747;50926;55747;50926;55747	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	114845	0	0	0	0	0	0
IDE	chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10	92451684;92451684;92451684;92451684;92451684;92451684;92451684;92451684	92574095;92574095;92574095;92574093;92497761;92573506;92574095;92497761	-;-;-;-;-;-;-;-	122412	13950	12805	11172	11028	12061	11223
DAXX	chr6;chr6;chr6;chr6;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt	33318558;33318558;33318558;33318558;4562073;4562073;4562073;4562073;4754493;4754493;4754493;4754493;4730043;4730043;4730043;4730043;4512987;4512987;4512987;4512987	33323016;33322959;33322959;33322959;4566535;4566478;4566478;4566478;4758950;4758893;4758893;4758893;4734505;4734448;4734448;4734448;4517446;4517389;4517389;4517389	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	22303	24	12	14	8	12	2
SGCE	chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7;chr7	94584980;94584980;94584980;94584980;94584980;94584980;94584980;94584980;94584980;94584980;94584980;94584980	94656133;94656133;94656133;94656133;94656133;94656133;94656133;94656133;94656133;94656133;94656133;94656133	-;-;-;-;-;-;-;-;-;-;-;-	71154	7516	6488	5879	5633	6510	5802
HLA-C	chr6;chr6;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000253v2_alt;chr6_GL000253v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt	31268749;31268749;2526549;2526549;2611478;2611478;2749675;2749675;2577801;2577801;2524181;2524181;2570707;2570707	31272136;31272092;2529880;2529926;2614855;2614809;2753062;2753018;2581132;2581178;2527512;2527558;2574038;2574084	-;-;-;-;-;-;-;-;-;-;-;-;-;-	23666	624	653	498	771	752	706
CNTD1	chr17;chr17	42798861;42798861	42811587;42811587	+;+	12727	174	148	127	121	122	115
EBAG9	chr8;chr8;chr8	109539700;109540173;109540626	109565996;109565996;109565996	+;+;+	26297	3204	2840	2726	2714	3138	2688
ZNF208	chr19;chr19;chr19;chr19;chr19;chr19	21939766;21939766;21960195;21960195;21966095;21986728	22010943;22010943;22010943;22010943;22010943;22010943	-;-;-;-;-;-	71178	4	0	4	6	4	8
IGF1	chr12;chr12;chr12;chr12	102395874;102395874;102395874;102417494	102480563;102478550;102480563;102480563	-;-;-;-	84690	809	671	680	678	628	605
SLC11A2	chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12	50979783;50979783;50979784;50985992;50985992;50985992;50985992;50985992;50985992	51026416;51026416;51026384;51026384;51026384;51028242;51009215;51026141;51026384	-;-;-;-;-;-;-;-;-	48460	5543	4877	4728	4855	5041	4682
CD4	chr12;chr12;chr12;chr12;chr12	6789528;6789528;6789528;6789528;6789528	6820799;6820799;6820799;6820799;6820799	+;+;+;+;+	31272	153	130	106	114	112	71
RMDN2	chr2;chr2;chr2;chr2;chr2;chr2	37925287;37925287;37925531;37928759;37950444;37950464	38067138;38017743;38017747;38017747;38017747;38067138	+;+;+;+;+;+	141852	632	588	524	500	483	482
CENPX	chr17;chr17;chr17;chr17	82018703;82018703;82018703;82018703	82022878;82022878;82022878;82022878	-;-;-;-	4176	1664	1728	1490	1362	1141	1148
OGFOD3	chr17;chr17;chr17	82389210;82389210;82389210	82418586;82418586;82418586	-;-;-	29377	1916	1816	1624	1509	1506	1337
SLC25A39	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17	44319625;44319625;44319625;44319628;44319628;44319628;44319628;44319628;44319628;44319628	44324870;44324870;44324870;44324823;44324823;44324823;44324823;44324823;44324823;44324823	-;-;-;-;-;-;-;-;-;-	5246	4404	4938	3671	3702	3547	3161
ELP4	chr11;chr11;chr11	31509767;31509767;31509767	31790322;31790322;31790322	+;+;+	280556	10134	8879	7993	7885	8775	7751
C2	chr6;chr6;chr6;chr6;chr6;chr6;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000253v2_alt;chr6_GL000253v2_alt;chr6_GL000253v2_alt;chr6_GL000253v2_alt;chr6_GL000253v2_alt;chr6_GL000253v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt	31897783;31900999;31927717;31927717;31927717;31927717;3145557;3148773;3175496;3175496;3175496;3175496;3239855;3243074;3269804;3269804;3269804;3269804;3375208;3378424;3405144;3405144;3405144;3405144;3232932;3232932;3232932;3232932;3238574;3238575;3153755;3156972;3183691;3183691;3183691;3183691;3228956;3228956;3228956;3228956;3234797;3234798	31945672;31945674;31945672;31945672;31945672;31935058;3193452;3193454;3193452;3193452;3193452;3182837;3287708;3287710;3287708;3277094;3287708;3287708;3423099;3423101;3423099;3423099;3423099;3412485;3240024;3250649;3250649;3250649;3250649;3250651;3201647;3201649;3201647;3201647;3191032;3201647;3246861;3236247;3246861;3246861;3246861;3246863	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	275063	30	38	37	21	38	24
TSNARE1	chr8;chr8;chr8;chr8;chr8;chr8;chr8	142212080;142212080;142212080;142269455;142269455;142299869;142299869	142403182;142403182;142403182;142403182;142403182;142403182;142403182	-;-;-;-;-;-;-	191103	4654	4426	3538	3829	3908	3696
TDRP	chr8;chr8;chr8	489790;489790;489790	515752;544845;545781	-;-;-	55992	6234	5609	4944	5002	5291	4624
ZKSCAN7	chr3;chr3;chr3;chr3;chr3;chr3_KN196475v1_fix;chr3_KN196475v1_fix;chr3_KN196475v1_fix;chr3_KN196475v1_fix;chr3_KN196475v1_fix	44555193;44555193;44555193;44555193;44555193;80547;80547;80547;80547;80547	44583481;44572158;44572158;44583481;44583481;108835;108835;97512;97512;108835	+;+;+;+;+;+;+;+;+;+	56578	6	0	2	0	2	0
RAB5C	chr17;chr17;chr17	42124979;42124979;42124979	42154989;42154989;42154989	-;-;-	30011	7869	7181	6488	6372	6352	5696
LOC105378591	chr1	2049201	2050070	-	870	2	0	8	4	4	0
RRAGB	chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX;chrX	55717749;55717749;55717749;55717749;55717749;55717749;55717749;55717749;55717749;55717749;55717749;55717749;55717749;55717749	55758774;55758774;55758774;55758774;55758774;55758774;55758774;55758774;55758774;55758774;55758774;55758774;55758774;55758774	+;+;+;+;+;+;+;+;+;+;+;+;+;+	41026	4063	3469	3180	3131	3679	3388
ELF3-AS1	chr1	202000051	202010353	-	10303	321	262	222	218	213	208
MIR411	chr14	101023325	101023420	+	96	0	1	2	0	0	0
RDH13	chr19;chr19;chr19;chr19;chr19_GL949753v2_alt;chr19_GL949753v2_alt;chr19_GL949753v2_alt;chr19_GL949753v2_alt;chr19_GL949749v2_alt;chr19_GL949749v2_alt;chr19_GL949749v2_alt;chr19_GL949749v2_alt;chr19_GL949750v2_alt;chr19_GL949750v2_alt;chr19_GL949750v2_alt;chr19_GL949750v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_KI270938v1_alt;chr19_KI270938v1_alt;chr19_KI270938v1_alt;chr19_KI270938v1_alt;chr19_GL949748v2_alt;chr19_GL949748v2_alt;chr19_GL949748v2_alt;chr19_GL949748v2_alt;chr19_GL949746v1_alt;chr19_GL949746v1_alt;chr19_GL949746v1_alt;chr19_GL949746v1_alt;chr19_GL949751v2_alt;chr19_GL949751v2_alt;chr19_GL949751v2_alt;chr19_GL949751v2_alt;chr19_GL949752v1_alt;chr19_GL949752v1_alt;chr19_GL949752v1_alt;chr19_GL949752v1_alt	55044316;55044316;55044316;55044316;756477;756477;756477;756477;1051839;1051839;1051839;1051839;1026388;1026388;1026388;1026388;689518;689518;689518;689518;1026798;1026798;1026798;1026798;1024302;1024302;1024302;1024302;947714;947714;947714;947714;962681;962681;962681;962681;947098;947098;947098;947098	55063148;55069520;55063148;55063148;775309;775309;781681;775309;1070671;1077043;1070671;1070671;1045220;1045220;1051592;1045220;714722;708350;708350;708350;1045630;1045630;1052002;1045630;1049506;1043134;1043134;1043134;966546;966546;972918;966546;981513;981513;987885;981513;965930;965930;965930;972302	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	252050	1	0	0	4	1	1
ULK3	chr15;chr15;chr15;chr15;chr15;chr15	74836118;74836118;74836118;74836118;74836118;74836118	74843156;74843156;74843156;74843156;74843156;74843156	-;-;-;-;-;-	7039	2109	2187	1722	1682	1532	1496
GTF2IP20	chr1	223951266	223992644	-	41379	2527	2160	2025	1842	2176	1924
LINC01611	chr6	84421031	84474929	-	53899	32	14	10	11	28	10
PRKCZ-AS1	chr1	2181794	2183875	-	2082	0	0	0	0	0	0
MGST2	chr4;chr4;chr4;chr4	139665768;139665768;139665819;139665819	139740745;139740745;139704243;139704243	+;+;+;+	74978	4155	3755	3261	3649	3838	3645
YJEFN3	chr19;chr19	19528911;19528911	19537581;19537581	+;+	8671	1200	1055	860	779	802	807
FBXO11	chr2;chr2;chr2	47806920;47806920;47806920	47905338;47888719;47906498	-;-;-	99579	14995	12859	12276	12204	13471	12014
FAAP20	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	2184460;2184460;2184460;2184460;2184460;2189549;2189549;2189549;2189549;2191895	2194775;2194775;2194775;2207733;2194775;2212720;2194775;2194772;2194775;2194775	-;-;-;-;-;-;-;-;-;-	28261	1043	1156	859	866	776	729
ATG16L1	chr2;chr2;chr2;chr2;chr2;chr2;chr2_KN538363v1_fix;chr2_KN538363v1_fix;chr2_KN538363v1_fix;chr2_KN538363v1_fix;chr2_KN538363v1_fix;chr2_KN538363v1_fix	233251571;233251673;233251673;233251673;233251673;233251673;196909;197011;197011;197011;197011;197011	233295674;233295668;233295668;233295668;233295668;233295668;241012;241006;241006;241006;241006;241006	+;+;+;+;+;+;+;+;+;+;+;+	88208	5055	4998	4320	4230	4367	3950
NFIC	chr19;chr19;chr19;chr19;chr19	3359630;3359630;3366583;3366583;3366583	3469217;3469217;3469217;3469217;3469217	+;+;+;+;+	109588	14389	13529	11322	10719	12038	10276
PBRM1	chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3;chr3	52545367;52545367;52545367;52545367;52545367;52545367;52545367;52545367;52545367;52545367;52545367;52545367;52545367;52545367;52545367	52685913;52685913;52685913;52685913;52685599;52685913;52685599;52685913;52685913;52685913;52685913;52685913;52685913;52685913;52685913	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	140547	9464	7839	7570	7134	8109	7215
LOC100129534	chr1	2350415	2352661	-	2247	0	0	0	0	0	0
PRDM15	chr21;chr21;chr21;chr21;chr21;chr21;chr21	41798225;41798225;41798225;41798225;41798225;41798225;41798225	41879344;41879344;41879344;41879344;41863302;41879344;41879344	-;-;-;-;-;-;-	81120	2031	1920	1643	1671	1684	1639
ZNF311	chr6;chr6;chr6;chr6;chr6;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000253v2_alt;chr6_GL000253v2_alt;chr6_GL000253v2_alt;chr6_GL000253v2_alt;chr6_GL000253v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt;chr6_GL000250v2_alt;chr6_GL000250v2_alt;chr6_GL000250v2_alt;chr6_GL000250v2_alt;chr6_GL000250v2_alt	28994785;28994785;28994785;28994785;28994785;260388;260388;260388;260388;260388;481255;481255;481255;481255;481255;260343;260343;260343;260343;260343;260363;260363;260363;260363;260363;304250;304250;304250;304250;304250;260409;260409;260409;260409;260409	29005612;29005612;29005612;29004065;29004065;269668;271215;271215;271215;269668;492092;492092;490535;492092;490535;269623;271170;271170;271170;269623;269643;271190;271190;271190;269643;314973;314973;314973;313530;313530;271237;271237;271237;269689;269689	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	75703	4	0	2	4	12	6
KIR2DS1	chr19;chr19_GL949753v2_alt;chr19_GL949749v2_alt;chr19_GL949750v2_alt;chr19_KI270931v1_alt;chr19_KV575256v1_alt;chr19_KV575256v1_alt;chr19_KV575246v1_alt;chr19_KI270918v1_alt;chr19_KI270917v1_alt;chr19_GL000209v2_alt;chr19_GL949747v2_alt;chr19_KI270890v1_alt;chr19_KI270891v1_alt;chr19_KI270930v1_alt;chr19_KI270883v1_alt;chr19_KI270884v1_alt;chr19_KI270885v1_alt;chr19_KI270938v1_alt;chr19_KI270920v1_alt;chr19_KV575253v1_alt;chr19_KI270914v1_alt;chr19_KI270915v1_alt;chr19_KI270916v1_alt;chr19_KI270923v1_alt;chr19_GL949748v2_alt;chr19_KI270921v1_alt;chr19_KV575249v1_alt;chr19_KI270886v1_alt;chr19_KI270887v1_alt;chr19_GL949746v1_alt;chr19_KV575257v1_alt;chr19_KV575258v1_alt;chr19_KV575259v1_alt;chr19_KV575260v1_alt;chr19_GL949751v2_alt;chr19_KI270922v1_alt;chr19_KV575250v1_alt;chr19_KI270929v1_alt;chr19_GL949752v1_alt;chr19_KI270882v1_alt;chr19_KV575251v1_alt;chr19_KV575252v1_alt;chr19_KI270933v1_alt;chr19_KI270932v1_alt;chr19_KI270888v1_alt;chr19_KI270889v1_alt;chr19_KV575254v1_alt;chr19_KV575248v1_alt;chr19_KV575247v1_alt;chr19_KI270919v1_alt;chr19_KV575255v1_alt	54755010;450550;813269;819633;21299;26117;193306;56628;26114;33923;13877;479358;20948;20940;20944;20693;21089;21235;737576;41849;56577;10855;20926;21201;15480;737435;204323;268510;10716;33089;630172;56600;63900;26108;26114;737846;30924;163160;29187;659344;27414;56606;56417;13141;21294;20800;20926;56598;56619;56650;20962;56617	54848116;478414;855965;830038;113581;39950;207320;149559;68987;127084;27891;493372;34962;114105;115585;113829;130939;114398;830685;134134;149715;103989;114089;35215;125482;827995;218337;282524;103207;47103;673067;87860;77914;69036;136106;766688;124059;177174;122350;752507;41428;149767;148712;18594;114442;129426;114089;85440;149753;149759;114068;149753	+;+;+;+;-;+;+;+;+;+;-;+;-;-;-;-;-;-;+;+;+;-;-;-;+;+;+;+;-;-;+;+;-;+;+;+;+;+;+;+;-;+;+;-;-;-;-;+;+;+;-;+	3327745	0	0	0	0	0	0
CPA4	chr7;chr7	130293134;130293134	130324180;130324180	+;+	31047	344	276	280	140	88	112
ADCY3	chr2;chr2	24819170;24819170	24920237;24920237	-;-	101068	5060	4989	4097	3876	3872	3486
